transcript_id	gene_name
ENST00000878628.1	ETFRF1
ENST00000878629.1	ETFRF1
ENST00000878630.1	ETFRF1
ENST00000878631.1	ETFRF1
ENST00000878632.1	ETFRF1
ENST00000878633.1	ETFRF1
ENST00000878634.1	ETFRF1
ENST00000878635.1	ETFRF1
ENST00000878636.1	ETFRF1
ENST00000878637.1	ETFRF1
ENST00000878638.1	ETFRF1
ENST00000878639.1	ETFRF1
ENST00000881137.1	TMEM183A
ENST00000881138.1	TMEM183A
ENST00000881139.1	TMEM183A
ENST00000881140.1	TMEM183A
ENST00000881141.1	TMEM183A
ENST00000881142.1	TMEM183A
ENST00000881143.1	TMEM183A
ENST00000881144.1	TMEM183A
ENST00000881145.1	TMEM183A
ENST00000881146.1	TMEM183A
ENST00000881612.1	TM7SF2
ENST00000881613.1	TM7SF2
ENST00000881614.1	TM7SF2
ENST00000881620.1	TM7SF2
ENST00000881621.1	TM7SF2
ENST00000881622.1	TM7SF2
ENST00000881623.1	TM7SF2
ENST00000882421.1	GC
ENST00000882422.1	GC
ENST00000882423.1	GC
ENST00000882424.1	GC
ENST00000882425.1	GC
ENST00000882426.1	GC
ENST00000882427.1	GC
ENST00000882428.1	GC
ENST00000882429.1	GC
ENST00000882430.1	GC
ENST00000882431.1	GC
ENST00000882432.1	GC
ENST00000882911.1	RELCH
ENST00000882912.1	RELCH
ENST00000882913.1	RELCH
ENST00000882914.1	RELCH
ENST00000882915.1	RELCH
ENST00000884323.1	HIGD1A
ENST00000884324.1	HIGD1A
ENST00000884325.1	HIGD1A
ENST00000884326.1	HIGD1A
ENST00000884327.1	HIGD1A
ENST00000884328.1	HIGD1A
ENST00000884329.1	HIGD1A
ENST00000884330.1	HIGD1A
ENST00000884331.1	HIGD1A
ENST00000884332.1	HIGD1A
ENST00000884333.1	HIGD1A
ENST00000884334.1	HIGD1A
ENST00000884335.1	HIGD1A
ENST00000884336.1	HIGD1A
ENST00000884337.1	HIGD1A
ENST00000884480.1	RAP1GDS1
ENST00000884481.1	RAP1GDS1
ENST00000884482.1	RAP1GDS1
ENST00000884483.1	RAP1GDS1
ENST00000884484.1	RAP1GDS1
ENST00000884485.1	RAP1GDS1
ENST00000884486.1	RAP1GDS1
ENST00000884487.1	RAP1GDS1
ENST00000884488.1	RAP1GDS1
ENST00000884489.1	RAP1GDS1
ENST00000884490.1	RAP1GDS1
ENST00000884491.1	RAP1GDS1
ENST00000884492.1	RAP1GDS1
ENST00000884493.1	RAP1GDS1
ENST00000884494.1	RAP1GDS1
ENST00000884495.1	RAP1GDS1
ENST00000884496.1	RAP1GDS1
ENST00000884497.1	RAP1GDS1
ENST00000886247.1	TMEM38A
ENST00000886248.1	TMEM38A
ENST00000886872.1	TBC1D3D
ENST00000888401.1	FAXDC2
ENST00000888402.1	FAXDC2
ENST00000888403.1	FAXDC2
ENST00000888404.1	FAXDC2
ENST00000888405.1	FAXDC2
ENST00000889124.1	MEF2A
ENST00000889125.1	MEF2A
ENST00000889126.1	MEF2A
ENST00000889127.1	MEF2A
ENST00000889128.1	MEF2A
ENST00000889129.1	MEF2A
ENST00000889130.1	MEF2A
ENST00000889131.1	MEF2A
ENST00000889132.1	MEF2A
ENST00000889133.1	MEF2A
ENST00000889134.1	MEF2A
ENST00000889135.1	MEF2A
ENST00000889136.1	MEF2A
ENST00000889137.1	MEF2A
ENST00000889138.1	MEF2A
ENST00000889139.1	MEF2A
ENST00000889140.1	MEF2A
ENST00000889141.1	MEF2A
ENST00000889142.1	MEF2A
ENST00000889143.1	MEF2A
ENST00000889144.1	MEF2A
ENST00000889145.1	MEF2A
ENST00000889146.1	MEF2A
ENST00000889147.1	MEF2A
ENST00000889148.1	MEF2A
ENST00000889149.1	MEF2A
ENST00000889150.1	MEF2A
ENST00000889151.1	MEF2A
ENST00000889152.1	MEF2A
ENST00000889153.1	MEF2A
ENST00000889154.1	MEF2A
ENST00000889155.1	MEF2A
ENST00000889156.1	MEF2A
ENST00000889157.1	MEF2A
ENST00000889158.1	MEF2A
ENST00000889159.1	MEF2A
ENST00000889160.1	MEF2A
ENST00000889161.1	MEF2A
ENST00000889162.1	MEF2A
ENST00000889163.1	MEF2A
ENST00000889439.1	ITGA10
ENST00000889440.1	ITGA10
ENST00000889441.1	ITGA10
ENST00000890277.1	PRMT8
ENST00000890386.1	PICALM
ENST00000890387.1	PICALM
ENST00000890388.1	PICALM
ENST00000890389.1	PICALM
ENST00000890390.1	PICALM
ENST00000890391.1	PICALM
ENST00000890392.1	PICALM
ENST00000890393.1	PICALM
ENST00000890394.1	PICALM
ENST00000890395.1	PICALM
ENST00000890396.1	PICALM
ENST00000890397.1	PICALM
ENST00000890398.1	PICALM
ENST00000890399.1	PICALM
ENST00000890400.1	PICALM
ENST00000890401.1	PICALM
ENST00000890402.1	PICALM
ENST00000890403.1	PICALM
ENST00000890404.1	PICALM
ENST00000890405.1	PICALM
ENST00000890406.1	PICALM
ENST00000890407.1	PICALM
ENST00000890408.1	PICALM
ENST00000890409.1	PICALM
ENST00000890410.1	PICALM
ENST00000890411.1	PICALM
ENST00000890412.1	PICALM
ENST00000890413.1	PICALM
ENST00000890747.1	IRF3
ENST00000890748.1	IRF3
ENST00000890749.1	IRF3
ENST00000890750.1	IRF3
ENST00000890751.1	IRF3
ENST00000890887.1	PNMA8A
ENST00000890888.1	PNMA8A
ENST00000891649.1	SRPRA
ENST00000891650.1	SRPRA
ENST00000892247.1	EXOC1
ENST00000892248.1	EXOC1
ENST00000892249.1	EXOC1
ENST00000892250.1	EXOC1
ENST00000892251.1	EXOC1
ENST00000892252.1	EXOC1
ENST00000892253.1	EXOC1
ENST00000892254.1	EXOC1
ENST00000892255.1	EXOC1
ENST00000892256.1	EXOC1
ENST00000892257.1	EXOC1
ENST00000894985.1	PRR19
ENST00000894986.1	PRR19
ENST00000895916.1	TLN2
ENST00000895917.1	TLN2
ENST00000896917.1	GSR
ENST00000896918.1	GSR
ENST00000897773.1	FOXJ2
ENST00000899633.1	GGH
ENST00000899634.1	GGH
ENST00000899635.1	GGH
ENST00000899636.1	GGH
ENST00000899637.1	GGH
ENST00000900758.1	THY1
ENST00000900759.1	THY1
ENST00000900760.1	THY1
ENST00000900761.1	THY1
ENST00000900762.1	THY1
ENST00000901550.1	PLIN4
ENST00000901551.1	PLIN4
ENST00000903489.1	SAR1B
ENST00000903490.1	SAR1B
ENST00000903491.1	SAR1B
ENST00000903492.1	SAR1B
ENST00000903493.1	SAR1B
ENST00000903494.1	SAR1B
ENST00000903495.1	SAR1B
ENST00000903496.1	SAR1B
ENST00000903497.1	SAR1B
ENST00000903498.1	SAR1B
ENST00000903499.1	SAR1B
ENST00000903500.1	SAR1B
ENST00000903588.1	PTCHD1
ENST00000904192.1	PNRC2
ENST00000904193.1	PNRC2
ENST00000904194.1	PNRC2
ENST00000904346.1	ZNF714
ENST00000904347.1	ZNF714
ENST00000904348.1	ZNF714
ENST00000904724.1	CCDC149
ENST00000904725.1	CCDC149
ENST00000904726.1	CCDC149
ENST00000904727.1	CCDC149
ENST00000905060.1	CLDN10
ENST00000905223.1	GDI1
ENST00000905224.1	GDI1
ENST00000905225.1	GDI1
ENST00000905226.1	GDI1
ENST00000905715.1	TMEM212
ENST00000907407.1	HIPK2
ENST00000907899.1	PRIMA1
ENST00000907900.1	PRIMA1
ENST00000907992.1	FAM114A2
ENST00000907993.1	FAM114A2
ENST00000907994.1	FAM114A2
ENST00000907995.1	FAM114A2
ENST00000907996.1	FAM114A2
ENST00000907997.1	FAM114A2
ENST00000908179.1	UBP1
ENST00000909268.1	VRK2
ENST00000909269.1	VRK2
ENST00000909270.1	VRK2
ENST00000909271.1	VRK2
ENST00000909272.1	VRK2
ENST00000909273.1	VRK2
ENST00000909274.1	VRK2
ENST00000909275.1	VRK2
ENST00000909276.1	VRK2
ENST00000909277.1	VRK2
ENST00000910452.1	DNAJC24
ENST00000910453.1	DNAJC24
ENST00000910617.1	PMP2
ENST00000912545.1	PNRC2
ENST00000912546.1	PNRC2
ENST00000912547.1	PNRC2
ENST00000912548.1	PNRC2
ENST00000912549.1	PNRC2
ENST00000912607.1	TMEM183A
ENST00000912608.1	TMEM183A
ENST00000912609.1	TMEM183A
ENST00000912638.1	A4GALT
ENST00000914099.1	CCDC149
ENST00000914383.1	ZNF8
ENST00000915151.1	CCBE1
ENST00000915224.1	GSKIP
ENST00000915225.1	GSKIP
ENST00000915226.1	GSKIP
ENST00000915227.1	GSKIP
ENST00000915228.1	GSKIP
ENST00000915279.1	THOC6
ENST00000915280.1	THOC6
ENST00000915281.1	THOC6
ENST00000915282.1	THOC6
ENST00000915842.1	MCOLN1
ENST00000915843.1	MCOLN1
ENST00000915844.1	MCOLN1
ENST00000916217.1	VRK2
ENST00000916218.1	VRK2
ENST00000916219.1	VRK2
ENST00000916220.1	VRK2
ENST00000916221.1	VRK2
ENST00000916222.1	VRK2
ENST00000916224.1	NPY1R
ENST00000916225.1	NPY1R
ENST00000916226.1	NPY1R
ENST00000916535.1	PRR19
ENST00000916536.1	PRR19
ENST00000916537.1	PRR19
ENST00000916640.1	GSR
ENST00000916845.1	HDAC2
ENST00000916846.1	HDAC2
ENST00000916847.1	HDAC2
ENST00000916848.1	HDAC2
ENST00000916849.1	HDAC2
ENST00000916850.1	HDAC2
ENST00000916851.1	HDAC2
ENST00000917022.1	PNPT1
ENST00000917023.1	PNPT1
ENST00000917024.1	PNPT1
ENST00000917025.1	PNPT1
ENST00000917026.1	PNPT1
ENST00000917027.1	PNPT1
ENST00000917617.1	ANGEL2
ENST00000917618.1	ANGEL2
ENST00000917619.1	ANGEL2
ENST00000918171.1	NFKBIB
ENST00000918468.1	THY1
ENST00000918469.1	THY1
ENST00000918470.1	THY1
ENST00000918471.1	THY1
ENST00000918472.1	THY1
ENST00000918473.1	THY1
ENST00000918474.1	THY1
ENST00000918475.1	THY1
ENST00000919602.1	FOXJ2
ENST00000919603.1	FOXJ2
ENST00000919754.1	USP38
ENST00000920048.1	PLP1
ENST00000920049.1	PLP1
ENST00000921360.1	IRF3
ENST00000921361.1	IRF3
ENST00000921362.1	IRF3
ENST00000921903.1	NSA2
ENST00000921917.1	CCNP
ENST00000921918.1	CCNP
ENST00000923595.1	EXOC1
ENST00000924031.1	METTL26
ENST00000924032.1	METTL26
ENST00000924033.1	METTL26
ENST00000925431.1	SRP72
ENST00000925432.1	SRP72
ENST00000926885.1	TMEM38A
ENST00000927112.1	PRMT8
ENST00000927113.1	PRMT8
ENST00000928025.1	CENPV
ENST00000928168.1	RRAGC
ENST00000928332.1	MEF2A
ENST00000928333.1	MEF2A
ENST00000928334.1	MEF2A
ENST00000928335.1	MEF2A
ENST00000928354.1	DMBX1
ENST00000928355.1	DMBX1
ENST00000929441.1	SPIRE2
ENST00000929442.1	SPIRE2
ENST00000929658.1	GDI1
ENST00000929659.1	GDI1
ENST00000929660.1	GDI1
ENST00000930826.1	SPICE1
ENST00000930827.1	SPICE1
ENST00000930828.1	SPICE1
ENST00000930829.1	SPICE1
ENST00000931179.1	ZNF714
ENST00000932033.1	SPNS2
ENST00000932075.1	RAP1GDS1
ENST00000932076.1	RAP1GDS1
ENST00000932077.1	RAP1GDS1
ENST00000932078.1	RAP1GDS1
ENST00000932079.1	RAP1GDS1
ENST00000932080.1	RAP1GDS1
ENST00000932081.1	RAP1GDS1
ENST00000932450.1	ZNF710
ENST00000932451.1	ZNF710
ENST00000932452.1	ZNF710
ENST00000932453.1	ZNF710
ENST00000933899.1	TLN2
ENST00000934219.1	TM7SF2
ENST00000935091.1	ADAMTS20
ENST00000935327.1	PDE7A
ENST00000935328.1	PDE7A
ENST00000935329.1	PDE7A
ENST00000935330.1	PDE7A
ENST00000935331.1	PDE7A
ENST00000937503.1	CCNE1
ENST00000937504.1	CCNE1
ENST00000937505.1	CCNE1
ENST00000937506.1	CCNE1
ENST00000937507.1	CCNE1
ENST00000937508.1	CCNE1
ENST00000937548.1	FAM114A2
ENST00000937549.1	FAM114A2
ENST00000938211.1	ETFRF1
ENST00000939176.1	ATG5
ENST00000939177.1	ATG5
ENST00000939178.1	ATG5
ENST00000939326.1	RELCH
ENST00000939327.1	RELCH
ENST00000939328.1	RELCH
ENST00000939329.1	RELCH
ENST00000939772.1	HIGD1A
ENST00000940599.1	ASMTL
ENST00000940600.1	ASMTL
ENST00000940601.1	ASMTL
ENST00000940602.1	ASMTL
ENST00000940603.1	ASMTL
ENST00000940604.1	ASMTL
ENST00000941117.1	GC
ENST00000941118.1	GC
ENST00000942552.1	IRF3
ENST00000942553.1	IRF3
ENST00000942891.1	DES
ENST00000942892.1	DES
ENST00000942893.1	DES
ENST00000942894.1	DES
ENST00000942895.1	DES
ENST00000942896.1	DES
ENST00000942897.1	DES
ENST00000942898.1	DES
ENST00000942899.1	DES
ENST00000942900.1	DES
ENST00000942901.1	DES
ENST00000942902.1	DES
ENST00000942903.1	DES
ENST00000942904.1	DES
ENST00000942905.1	DES
ENST00000942906.1	DES
ENST00000942969.1	SRPRA
ENST00000945404.1	SNX4
ENST00000945405.1	SNX4
ENST00000945406.1	SNX4
ENST00000945538.1	RAP1GDS1
ENST00000945539.1	RAP1GDS1
ENST00000945540.1	RAP1GDS1
ENST00000945541.1	RAP1GDS1
ENST00000945542.1	RAP1GDS1
ENST00000945543.1	RAP1GDS1
ENST00000945544.1	RAP1GDS1
ENST00000945546.1	RAP1GDS1
ENST00000945547.1	RAP1GDS1
ENST00000945548.1	RAP1GDS1
ENST00000945549.1	RAP1GDS1
ENST00000945923.1	KCNIP2
ENST00000945924.1	KCNIP2
ENST00000945925.1	KCNIP2
ENST00000945926.1	KCNIP2
ENST00000945927.1	KCNIP2
ENST00000945928.1	KCNIP2
ENST00000945929.1	KCNIP2
ENST00000945930.1	KCNIP2
ENST00000945931.1	KCNIP2
ENST00000945932.1	KCNIP2
ENST00000945933.1	KCNIP2
ENST00000945934.1	KCNIP2
ENST00000945935.1	KCNIP2
ENST00000945936.1	KCNIP2
ENST00000945937.1	KCNIP2
ENST00000945938.1	KCNIP2
ENST00000945939.1	KCNIP2
ENST00000945940.1	KCNIP2
ENST00000946804.1	FAM114A2
ENST00000946805.1	FAM114A2
ENST00000946806.1	FAM114A2
ENST00000946807.1	FAM114A2
ENST00000946808.1	FAM114A2
ENST00000946809.1	FAM114A2
ENST00000946810.1	FAM114A2
ENST00000946811.1	FAM114A2
ENST00000946812.1	FAM114A2
ENST00000946917.1	GSR
ENST00000946918.1	GSR
ENST00000946919.1	GSR
ENST00000946975.1	MEF2A
ENST00000946976.1	MEF2A
ENST00000946977.1	MEF2A
ENST00000946978.1	MEF2A
ENST00000946979.1	MEF2A
ENST00000946980.1	MEF2A
ENST00000946981.1	MEF2A
ENST00000946982.1	MEF2A
ENST00000946983.1	MEF2A
ENST00000946984.1	MEF2A
ENST00000946985.1	MEF2A
ENST00000946986.1	MEF2A
ENST00000946987.1	MEF2A
ENST00000946988.1	MEF2A
ENST00000946989.1	MEF2A
ENST00000946990.1	MEF2A
ENST00000946991.1	MEF2A
ENST00000946992.1	MEF2A
ENST00000946993.1	MEF2A
ENST00000946994.1	MEF2A
ENST00000946995.1	MEF2A
ENST00000946996.1	MEF2A
ENST00000946997.1	MEF2A
ENST00000946998.1	MEF2A
ENST00000946999.1	MEF2A
ENST00000947000.1	MEF2A
ENST00000947001.1	MEF2A
ENST00000947002.1	MEF2A
ENST00000947003.1	MEF2A
ENST00000947004.1	MEF2A
ENST00000947005.1	MEF2A
ENST00000947006.1	MEF2A
ENST00000947007.1	MEF2A
ENST00000947008.1	MEF2A
ENST00000947009.1	MEF2A
ENST00000947010.1	MEF2A
ENST00000947011.1	MEF2A
ENST00000947012.1	MEF2A
ENST00000947013.1	MEF2A
ENST00000947014.1	MEF2A
ENST00000947015.1	MEF2A
ENST00000947016.1	MEF2A
ENST00000947017.1	MEF2A
ENST00000947018.1	MEF2A
ENST00000947019.1	MEF2A
ENST00000947020.1	MEF2A
ENST00000947021.1	MEF2A
ENST00000947022.1	MEF2A
ENST00000947023.1	MEF2A
ENST00000947024.1	MEF2A
ENST00000947025.1	MEF2A
ENST00000947026.1	MEF2A
ENST00000947027.1	MEF2A
ENST00000947402.1	SPNS2
ENST00000947403.1	SPNS2
ENST00000948624.1	NFKBIB
ENST00000948925.1	MCOLN1
ENST00000949800.1	PNPT1
ENST00000949801.1	PNPT1
ENST00000949802.1	PNPT1
ENST00000949803.1	PNPT1
ENST00000949804.1	PNPT1
ENST00000950564.1	SAR1B
ENST00000950565.1	SAR1B
ENST00000950566.1	SAR1B
ENST00000950567.1	SAR1B
ENST00000950568.1	SAR1B
ENST00000950569.1	SAR1B
ENST00000950689.1	RELCH
ENST00000950690.1	RELCH
ENST00000951122.1	ZNF710
ENST00000951123.1	ZNF710
ENST00000951414.1	CCDC149
ENST00000951435.1	PLP1
ENST00000952494.1	HDAC2
ENST00000953333.1	GIPR
ENST00000953334.1	GIPR
ENST00000953335.1	GIPR
ENST00000953901.1	TMEM38A
ENST00000954166.1	KCNK13
ENST00000955444.1	EFNB2
ENST00000956155.1	HLA-C
ENST00000956156.1	HLA-C
ENST00000956364.1	THY1
ENST00000956705.1	METTL26
ENST00000956706.1	METTL26
ENST00000956726.1	REG1B
ENST00000957024.1	ZNF398
ENST00000958020.1	USP38
ENST00000958077.1	ATG5
ENST00000958078.1	ATG5
ENST00000958164.1	DUOXA2
ENST00000958856.1	FBXO3
ENST00000958922.1	PICALM
ENST00000958923.1	PICALM
ENST00000959423.1	IL1A
ENST00000959693.1	A4GALT
ENST00000959694.1	A4GALT
ENST00000959695.1	A4GALT
ENST00000959696.1	A4GALT
ENST00000959697.1	A4GALT
ENST00000959698.1	A4GALT
ENST00000959699.1	A4GALT
ENST00000959700.1	A4GALT
ENST00000959701.1	A4GALT
ENST00000959702.1	A4GALT
ENST00000959703.1	A4GALT
ENST00000959704.1	A4GALT
ENST00000959705.1	A4GALT
ENST00000959706.1	A4GALT
ENST00000959707.1	A4GALT
ENST00000959708.1	A4GALT
ENST00000959709.1	A4GALT
ENST00000959710.1	A4GALT
ENST00000959711.1	A4GALT
ENST00000959712.1	A4GALT
ENST00000959713.1	A4GALT
ENST00000959714.1	A4GALT
ENST00000961838.1	IGDCC4
ENST00000961839.1	IGDCC4
ENST00000962790.1	FAXDC2
ENST00000963418.1	GDI1
ENST00000963419.1	GDI1
ENST00000963428.1	PTGER4
ENST00000963776.1	FOXJ2
ENST00000963777.1	FOXJ2
ENST00000963778.1	FOXJ2
ENST00000963786.1	HIGD1A
ENST00000963787.1	HIGD1A
ENST00000964337.1	PIRT
ENST00000964496.1	TLN2
ENST00000964497.1	TLN2
ENST00000964498.1	TLN2
ENST00000964499.1	TLN2
ENST00000964660.1	UBP1
ENST00000964661.1	UBP1
ENST00000965091.1	TMEM183A
ENST00000965092.1	TMEM183A
ENST00000965093.1	TMEM183A
ENST00000965598.1	ITGA10
ENST00000966619.1	PLIN4
ENST00000966620.1	PLIN4
ENST00000966621.1	PLIN4
ENST00000966622.1	PLIN4
ENST00000966623.1	PLIN4
ENST00000966624.1	PLIN4
ENST00000966625.1	PLIN4
ENST00000966724.1	SLC25A16
ENST00000966725.1	SLC25A16
ENST00000966726.1	SLC25A16
ENST00000967039.1	ASMTL
ENST00000967040.1	ASMTL
ENST00000967041.1	ASMTL
ENST00000967321.1	SPIRE2
ENST00000967322.1	SPIRE2
ENST00000967814.1	GSKIP
ENST00000967817.1	GSKIP
ENST00000967840.1	NPY1R
ENST00000967841.1	NPY1R
ENST00000967897.1	EMX1
ENST00000968102.1	REG1A
ENST00000968193.1	ZNF714
ENST00000968194.1	ZNF714
ENST00000968195.1	ZNF714
ENST00000968436.1	SPICE1
ENST00000968558.1	CYBB
ENST00000969655.1	PRMT8
ENST00000969656.1	PRMT8
ENST00000970253.1	EXOC1
ENST00000970254.1	EXOC1
ENST00000970255.1	EXOC1
ENST00000970256.1	EXOC1
ENST00000970257.1	EXOC1
ENST00000970258.1	EXOC1
ENST00000970259.1	EXOC1
ENST00000970260.1	EXOC1
ENST00000970261.1	EXOC1
ENST00000970262.1	EXOC1
ENST00000970263.1	EXOC1
ENST00000970264.1	EXOC1
ENST00000970265.1	EXOC1
ENST00000970266.1	EXOC1
ENST00000970267.1	EXOC1
ENST00000970468.1	VRK2
ENST00000970956.1	TM7SF2
ENST00000970957.1	TM7SF2
ENST00000970958.1	TM7SF2
ENST00000970959.1	TM7SF2
ENST00000972121.1	ETFRF1
ENST00000972122.1	ETFRF1
ENST00000972123.1	ETFRF1
